vocabulary,ch_meaning,en_meaning,equation_1,equation_2,list,id
crescendo,n.(渐强之后到达的)顶峰,peak,,,,364
crest,n.顶部，浪尖，山顶,the top,,,,365
crook,vt.使弯曲,away from a straight line,,,,366
crucial,adj.非常重要的，决定性的,extremely significant,,,,367
crumple,v.弄皱,bend,,,,368
crutch,n./v.支撑，支柱,supports,,,,369
crux,n.中心，关键点,crirical point,,,,370
cultivate,vt.提升，加强；vt.种植，培养,1. improve; 2. promote growth,,,,371
curmudgeon,n.脾气坏的、爱抱怨的人,irritable and complaining,,,,372
cynic,n.反人类的喷子,selfishness,,,,374
dabble,vi.涉猎，对…浅尝辄止,superficially,,,,375
daft,adj.不明智的,lack of good sense or judgement,,,,376
dally,vi.虚度时光,doing nothing,,,,377
damper,n.抑制因素,restrains; depresses,,,,378
dandy,n.纨绔子弟，爱打扮的人,appearance,,,,379
dank,adj.阴湿的,wet,,,,380
dapper,adj.衣冠整洁的,strikingly neat and trim,,,,381
dappled,adj.有斑点的，花的,marked with small spots,,,,382
dart,vi.突然移动，猛冲，狂奔；n.公开侮辱,1. suddenly; 2. intended to hurt another's fellings,,,,383
daunt,vt.使胆怯，吓倒,to lessen the courage,,,,384
dawdle,v.拖拖拉拉,slowly,,,,385
debark,v.(使)下船(飞机，车等)；卸(客，货),unload from a ship or an airplane,,,,387
debris,n.废墟,discarded useless material,,,,388
daredevil,adj./n.大胆鲁莽的(人),foolishly,daredevil = adventurous + risk-taker,daredevil = bold + fearless,list2,389
countermand,v.取消，撤销,revoke,countermand = rescind + overturn,countermand = revoke + cancel,list3,390
copious,adj.丰富的，大量的,abundant,copious = abundant + quantity,copious = plentiful + numerous,list5,391
convert,v.改变，转化,alter the physical nature,convert = transform + substance,convert = change + form,list5,392
dearth,n.供应不足,inadequate,dearth = scarcity + shortage,dearth = lack + insufficiency,list6,393
contiguous,adj.接壤的，相邻的,sharing an edge,contiguous = adjacent + touching,contiguous = connected + neighboring,list7,394
cowardice,n.懦弱，不坚定,lack of courage,cowardice = lack of courage + fearfulness,cowardice = timidity + weakness,list7,395
credulous,adj.轻信的，易受骗的,gullible,credulous = belief + gullibility,credulous = trusting + naive,list9,396
cower,v.畏缩,cringe in fear,cower = recoil + shrink,cower = tremble + quiver,list9,397
cosset,v.宠爱,pamper,cosset = pamper + overprotect,cosset = indulge + coddle,list10,398
curtail,vt.缩短，削减,less in extent or duration,curtail = reduce + limit,curtail = shorten + restrict,list12,399
crave,v.热望,have an intense desire for,crave = desire + intensely,crave = yearn + strongly,list13,400
cow,v.恐吓，威胁,frighten with threats,cow = intimidate + subdue,cow = frighten + control,list13,401
converge,v.汇集，交汇于一点,move toward one,converge = meet + come together,converge = join + unite,list15,402
cloak,v.遮掩，隐藏,conceal truly identity,cloak = cover + concealment,cloak = disguise + protection,list15,403
culpable,adj.该受谴责的，有罪的,deserving blame,culpable = deserving blame + guilty,culpable = responsible + fault,list16,404
cunning,adj.狡猾的,artful deceptiveness,cunning = deceptive + skillful,cunning = crafty + sly,list17,405
contrite,adj.(因为有罪孽或过错而感到)后悔悲痛的,showing sorrow and remorse,contrite = remorseful + apologetic,contrite = guilt + regret,list17,407
cryptic,adj.秘密的；adj.难以理解的,1. secret; 2. beyond one's powers to know,cryptic = mysterious + obscure,cryptic = secretive + coded,list18,408
caterwaul,v.嚎叫,make unpleasant sound,caterwaul = screech + wail,caterwaul = yowl + shriek,list19,409
convulsion,n.骚乱,a violent disturbance,convulsion = upheaval + turmoil,convulsion = disturbance + chaos,list21,410
cosmopolitan,adj.有世界性眼光的，包容的,having worldwide scope,cosmopolitan = worldly + culturally diverse,cosmopolitan = global + sophisticated,list23,411
culminate,v.达到高潮,triumphant conclusion,culminate = peak + highest point,culminate = final stage + climax,list23,412
dazzling,adj.炫目的，耀眼的,reflecting much light,dazzling = bright + blinding,dazzling = impressive + stunning,list27,414
croon,v.低声歌唱或说话,murmuring,croon = sing + softly,croon = hum + gently,list27,415
debut,n.初次登台，出道,first appearance,,,,416
decadence,n.衰落，颓废,deterioration or decline,,,,417
detest,v.厌恶,dislike,,,,418
deadpan,n.无趣的，无生气的，不活泼的,impassively,deadpan = expressionless + impassive,deadpan = blank + serious,list28,386
corrosive,adj.腐蚀性的；adj.讽刺性的,1. tending to destroy slowly; 2. bitingly sarcastic,corrosive = harsh + critical,corrosive = eroding + substance,list29,355
conundrum,n.无法解决的问题，迷,a dilemma,conundrum = riddle + challenge,conundrum = puzzle + dilemma,list26,413
decrepit,adj.虚弱的，衰老的，破旧的,weakened,,,,419
default,n.不履行义务，玩忽职守,nonperformance,,,,420
defer,v.推迟，延期vi.遵从,postpone,,,,421
document,v.证实,show truth by evidence,,,,422
deficiency,n.缺乏，不足,inadequate,,,,423
defuse,vt.抚慰，减轻,make less tense,,,,424
dehydrate,vt.去除水分，使干燥；v.使失去活力,1. remove water; 2. deprive of vitality,,,,425
deject,vt.使沮丧,lower the spirits; dishearten,,,,426
delicacy,n.(外貌、结构等)精致,fineness,,,,428
delirium,n.精神错乱；极度兴奋，发狂,mental disturbance,,,,429
delusion,n.错觉，妄想,false,,,,430
deluge,n.大暴雨；n.大量,1. drenching rain; 2. great flow,,,,431
demagogue,n.蛊惑民心的政客,"leader, false claims",,,,432
demolition,n.破坏，毁坏,destroying,,,,433
demonstrate,vt.(通过证据)证明，表明,make clear by using examples,,,,434
demotic,adj.通俗的，大众化的,common,,,,435
dent,vt.(数量、程度上)削弱,make smaller,,,,436
denude,vt.脱去，使赤裸,bare,,,,437
deplore,vt.谴责，强烈反对,hate or dislike,,,,438
deploy,v.(有目的地)展开；调度，部署,spread out,,,,439
deportation,n.放逐,removal from a country,,,,440
depose,vi.宣誓作证；vt.废黜，罢免,1. testify; 2. remove from a throne,,,,441
deposit,n.自然积累，沉积，矿藏；vt.存钱,1. accumulation; 2. put in account,,,,442
depravity,n.道德败坏,"immoral, harmful, offensive",,,,443
deprecate,vt.不喜欢；vt.贬低，轻视,1. unfavorable opinion; 2. express scornfully,,,,444
depreciate,vt.贬低…的价值,lower value,,,,445
depressed,adj.不开心的，情绪不高的，消沉的,unhappiness,,,,446
deprivation,n.匮乏,privation,,,,447
deracinate,vt.根除,pull out,,,,448
deride,vt.嘲弄，嘲笑,contemptuous mirth,,,,449
descend,v.下降；v.世代相传,1. downward; 2. pass by inheritance,,,,450
desecrate,vt.亵渎，玷污,treat shamefully,,,,451
desiccate,vt.使缺乏活力,deprive vitality,,,,452
despicable,adj.令人鄙视的,loathing and disgust,,,,453
despise,vt.极其不喜欢,dislike strongly,,,,454
despotic,adj.专制的，暴虐的,tyrannical,,,,455
detach,vt.使分离,separate,,,,456
detain,vt.拘留，扣留,hold; keep,,,,457
detour,n.偏离正常标准,away from standard,,,,458
devoted,adj.投入的；忠诚的,loyalty; devotion,,,,459
devout,adj.忠诚的,allegiance,,,,460
diabolic,adj.恶魔一般的,devil,,,,461
diaphanous,adj.模糊的；非实在的；adj.(质地精致得)几乎透明的,"1. vague insubstantial; 2. transparent, translucent",,,,462
diehard,adj.顽固的，保守的n.顽固的人，保守的人,"determined, devoted/ opposes change and refuses new ideas",,,,464
dilate,v.(使)膨胀，扩大,enlarge; expand; wide,,,,465
dingy,adj.昏暗的；肮脏的,darkened; dirty,,,,466
diocesan,adj.主教管辖区的,diocese,,,,467
diplomatic,adj.使用策略的，机智的,tact,,,,468
deleterious,adj.有害的,harmful,deleterious = harmful + damaging,deleterious = injurious + detrimental,list3,469
diffuse,adj.啰嗦的；v.扩展，散开,"1. verbose; 2. extend,scatter",diffuse = spread + disperse,diffuse = distribute + disseminate,list3,470
deterioration,n.恶化；堕落,sinking,deterioration = decline + worsening,deterioration = degradation + degeneration,list7,471
dilatory,adj.拖延的，磨蹭的,cause delay; procrastination,dilatory = delaying + procrastinating,dilatory = slow + respond,list8,472
digress,v.脱离主题,turn aside main subject,digress = deviate + main topic,digress = wander + subject,list10,473
decipher,vt.破译；vt.对…有清晰的想法，理解，解读,1. interpret; 2. clear idea,decipher = decode + understand,decipher = interpret + comprehend,list11,474
decorous,adj.得体端正的,refined society and good taste,decorous = proper + polite,decorous = well-mannered + refined,list12,475
deter,vt.吓住，威慑,prevent; discourage,deter = discourage + prevent,deter = dishearten + dissuade,list11,476
defy,vt.蔑视,confront with resistance,defy = resist + disobey,defy = challenge + authority,list13,477
detract,vt.贬低，降低价值；vt.使分心,1. diminish; 2. draw attention,detract = reduce + value,detract = diminish + importance,list15,478
disingenuous,adj.不真诚的，假惺惺的,not truly honest,disingenuous = insincere + pretending,disingenuous = deceptive + false innocence,list13,479
debunk,vt.揭露…的真面目,true nature,debunk = disprove + myth,debunk = expose + falsehood,list14,480
denounce,vt.公开指责,public or formal disapproval,denounce = publicly condemn + criticize,denounce = accuse + expose,list15,481
delve,v.探究，钻探,detailed search for information,delve = investigate + deeply,delve = explore + thoroughly,list17,482
detritus,n.废品，碎屑，遗骸,"product of disintegration, destruction; debris",detritus = debris + waste,detritus = rubble + litter,list18,483
demur,n./vi.表示异议，反对,opposition; object,demur = object + hesitate,demur = disagree + protest,list19,484
dire,adj.可怕的，恐怖的；adj.迫切的,1. fear; 2. immediate; urgent,dire = urgent + severe,dire = dangerous + desperate,list20,485
dovish,adj.鸽派的，爱好和平的,live in peace,dovish = peaceful + diplomatic,dovish = non-aggressive + negotiation-oriented,list21,486
deft,adj.灵巧的，熟练的,skill,deft = skillful + quick,deft = adroit + nimble,list24,487
diligent,adj.勤勉的，辛勤的,"steady, earnest, energetic",diligent = hardworking + careful,diligent = industrious + conscientious,list25,488
devious,adj.狡猾的,lie and trick,devious = cunning + dishonest,devious = sly + deceptive,list26,489
diatribe,n.长篇抨击性演讲,long scolding,diatribe = criticism + harsh,diatribe = attack + speech,list27,490
demography,n.人口统计学,changes in human populations,,,,491
disabuse,vt.打消错误念头，纠正,"free from error, fallacy, misconception",,,,492
disaffected,adj.不满的，叛逆的,"discontented, rebellious",,,,493
disarm,vt.使息怒，平息，抚慰,lessen,,,,494
discern,v.识别，辨别差异,perceive; detect,,,,495
discombobulate,vt.使不安，使混乱,"upset,confuse",,,,496
discommode,vt.打扰，使不便,trouble,,,,497
discompose,vt.使不安；vt.使混乱,"1. disturb composure; perturb; 2. undo order, arrangement",,,,498
discord,n.意见不一致，不和谐,lack agreement harmony,,,,499
discriminate,vt.区分；vi.歧视,1. perceive distinguishing; recognize; 2. dffenerce,,,,500
dignified,adj.高贵庄严的,"serious, formal",,,,501
disinfect,vt.消毒，使无菌,free from infection,,,,502
disjointed,adj.不连贯的,not connected,,,,503
disinter,vt.(从墓地里)掘出,take out,,,,504
disjunctive,adj.分离的,breaks or disunity,,,,505
dismay,vt.使失去勇气；vt.使不安，使焦虑,"1. lose courage; 2. trouble, uneasy",,,,506
dispose,vt.使倾向于；vi.处理掉(与of连用，disposeof),1. tendency; incline; 2. get rid of; throw out,,,,508
dissect,vt.仔细分析,"examine, analyze minute",,,,510
dissension,n.意见不合,difference; disagreement,,,,511
dissolute,adj.放荡的，无节制的,restraint; indulging,,,,512
dissolve,v.溶解，融化；v.解散,1. solution; melt; 2. break into parts; disintegrate,,,,513
dissonance,n.(音调)不和谐，刺身；不一致，分歧,"disagreeable, discord",,,,514
dissuade,vt.劝阻，反对,deter persuasion or exhortation,,,,515
distain,vt.贬损，伤害(某人的)名誉,"lose honor, respect reputation",,,,516
distal,adj.远离中心的，(神经)末梢的,situated away,,,,517
distract,vt.转移(注意力)，使分心,draw direct different,,,,518
distraught,adj.精神狂乱的，极疯狂的,agitated,,,,519
diurnal,adj.白天发生或行动的,daytime,,,,520
diverge,vt.(使)分叉，散开；vi.分歧,1. differnent directions from central point; 2. diffenert;differ,,,,521
divert,vt.使转向；vt.使消遣,1. deflect; 2. agreeably,,,,522
divestiture,n.剥夺,taking away,,,,523
dodder,vi.蹒跚，颤巍巍地行进,progress unsteadily,,,,524
dodge,v.躲避,avoid,,,,525
doff,vt.脱下,take off; remove,,,,526
dogged,adj.固执的，任性的,sticking to,,,,527
doldrums,n.低迷，中断,inactivity,,,,528
dolt,n.笨蛋,stupid,,,,530
domicile,vt.为…提供住处,provide domicile,,,,531
dominant,adj.处于支配地位的；adj.(基因)显性的,1. controlling others; 2. genetic dominance,,,,532
donor,n.捐赠人，给体,donates,,,,533
doodle,vi(无目的地)乱涂乱画；vi.漫无目的地打发时光,1. aimlessly; 2. aimless activity,,,,534
dormant,adj.静止的，不活跃的,inactivity;inoperative;in abeyance,,,,535
dour,adj.严厉的,harsh,,,,536
doyen,n.有经验的人，资深人士，老司机,knowledgeable; experience,,,,537
doze,vi./n.小憩,lightly,,,,538
drawl,v.慢吞吞地说,speak slowly,,,,539
drench,vt.使湿透，浸透,wet thoroughtly,,,,540
drivel,n.胡言乱语,meaningless,,,,541
drollness,n.搞笑，逗逼,amusing,,,,543
drone,v.低沉单调地说；嗡嗡地叫,talk monotonous,,,,544
